tag_id	tag_title	variable_phv	creator_id	created	modified
70	Subcohort	219233	23	2018-05-15 18:42:50+00:00	2018-05-15 18:42:50+00:00
70	Subcohort	219545	23	2018-05-15 18:43:08+00:00	2018-05-15 18:43:08+00:00
70	Subcohort	219551	23	2018-05-15 18:43:17+00:00	2018-05-15 18:43:17+00:00
70	Subcohort	220689	23	2018-05-15 18:43:32+00:00	2018-05-15 18:43:32+00:00
70	Subcohort	220703	23	2018-05-15 18:43:40+00:00	2018-05-15 18:43:40+00:00
70	Subcohort	220740	23	2018-05-15 18:43:47+00:00	2018-05-15 18:43:47+00:00
70	Subcohort	220744	23	2018-05-15 18:43:55+00:00	2018-05-15 18:43:55+00:00
70	Subcohort	220750	23	2018-05-15 18:44:05+00:00	2018-05-15 18:44:05+00:00
70	Subcohort	220756	23	2018-05-15 18:44:14+00:00	2018-05-15 18:44:14+00:00
70	Subcohort	220822	23	2018-05-15 18:44:26+00:00	2018-05-15 18:44:26+00:00
70	Subcohort	220864	23	2018-05-15 18:44:35+00:00	2018-05-15 18:44:35+00:00
70	Subcohort	227010	23	2018-05-15 18:44:58+00:00	2018-05-15 18:44:58+00:00
70	Subcohort	227013	23	2018-05-15 18:45:15+00:00	2018-05-15 18:45:15+00:00
70	Subcohort	227024	23	2018-05-15 18:45:22+00:00	2018-05-15 18:45:22+00:00
70	Subcohort	227074	23	2018-05-15 18:45:30+00:00	2018-05-15 18:45:30+00:00
70	Subcohort	227081	23	2018-05-15 18:45:37+00:00	2018-05-15 18:45:37+00:00
70	Subcohort	227083	23	2018-05-15 18:45:45+00:00	2018-05-15 18:45:45+00:00
70	Subcohort	227088	23	2018-05-15 18:45:57+00:00	2018-05-15 18:45:57+00:00
70	Subcohort	227158	23	2018-05-15 18:46:09+00:00	2018-05-15 18:46:09+00:00
70	Subcohort	227163	23	2018-05-15 18:46:18+00:00	2018-05-15 18:46:18+00:00
70	Subcohort	227262	23	2018-05-15 18:46:29+00:00	2018-05-15 18:46:29+00:00
70	Subcohort	227293	23	2018-05-15 18:46:39+00:00	2018-05-15 18:46:39+00:00
70	Subcohort	227329	23	2018-05-15 18:46:47+00:00	2018-05-15 18:46:47+00:00
70	Subcohort	238808	23	2018-05-15 18:46:55+00:00	2018-05-15 18:46:55+00:00
70	Subcohort	250283	23	2018-05-15 18:47:03+00:00	2018-05-15 18:47:03+00:00
70	Subcohort	250719	23	2018-05-15 18:47:10+00:00	2018-05-15 18:47:10+00:00
70	Subcohort	251263	23	2018-05-15 18:47:19+00:00	2018-05-15 18:47:19+00:00
70	Subcohort	254011	23	2018-05-15 18:47:29+00:00	2018-05-15 18:47:29+00:00
70	Subcohort	254597	23	2018-05-15 18:47:37+00:00	2018-05-15 18:47:37+00:00
70	Subcohort	254990	23	2018-05-15 18:47:46+00:00	2018-05-15 18:47:46+00:00
70	Subcohort	255340	23	2018-05-15 18:47:55+00:00	2018-05-15 18:47:55+00:00
70	Subcohort	255417	23	2018-05-15 18:48:03+00:00	2018-05-15 18:48:03+00:00
70	Subcohort	255435	23	2018-05-15 18:48:11+00:00	2018-05-15 18:48:11+00:00
70	Subcohort	255462	23	2018-05-15 18:48:18+00:00	2018-05-15 18:48:18+00:00
70	Subcohort	256865	23	2018-05-15 18:48:26+00:00	2018-05-15 18:48:26+00:00
70	Subcohort	256868	23	2018-05-15 18:48:34+00:00	2018-05-15 18:48:34+00:00
70	Subcohort	257537	23	2018-05-15 18:48:42+00:00	2018-05-15 18:48:42+00:00
70	Subcohort	257556	23	2018-05-15 18:48:56+00:00	2018-05-15 18:48:56+00:00
70	Subcohort	257577	23	2018-05-15 18:49:03+00:00	2018-05-15 18:49:03+00:00
70	Subcohort	257589	23	2018-05-15 18:49:17+00:00	2018-05-15 18:49:17+00:00
70	Subcohort	257593	23	2018-05-15 18:49:25+00:00	2018-05-15 18:49:25+00:00
70	Subcohort	257600	23	2018-05-15 18:49:33+00:00	2018-05-15 18:49:33+00:00
70	Subcohort	257606	23	2018-05-15 18:49:41+00:00	2018-05-15 18:49:41+00:00
70	Subcohort	257612	23	2018-05-15 18:49:49+00:00	2018-05-15 18:49:49+00:00
70	Subcohort	257628	23	2018-05-15 18:49:57+00:00	2018-05-15 18:49:57+00:00
70	Subcohort	257641	23	2018-05-15 18:50:06+00:00	2018-05-15 18:50:06+00:00
70	Subcohort	257660	23	2018-05-15 18:50:13+00:00	2018-05-15 18:50:13+00:00
70	Subcohort	257665	23	2018-05-15 18:50:22+00:00	2018-05-15 18:50:22+00:00
70	Subcohort	257669	23	2018-05-15 18:50:30+00:00	2018-05-15 18:50:30+00:00
70	Subcohort	257674	23	2018-05-15 18:50:40+00:00	2018-05-15 18:50:40+00:00
70	Subcohort	257678	23	2018-05-15 18:50:47+00:00	2018-05-15 18:50:47+00:00
70	Subcohort	257684	23	2018-05-15 18:50:55+00:00	2018-05-15 18:50:55+00:00
70	Subcohort	257716	23	2018-05-15 18:51:06+00:00	2018-05-15 18:51:06+00:00
70	Subcohort	257783	23	2018-05-15 18:51:16+00:00	2018-05-15 18:51:16+00:00
70	Subcohort	257798	23	2018-05-15 18:51:28+00:00	2018-05-15 18:51:28+00:00
70	Subcohort	257814	23	2018-05-15 18:51:37+00:00	2018-05-15 18:51:37+00:00
70	Subcohort	257830	23	2018-05-15 18:51:45+00:00	2018-05-15 18:51:45+00:00
70	Subcohort	257848	23	2018-05-15 18:51:55+00:00	2018-05-15 18:51:55+00:00
70	Subcohort	257864	23	2018-05-15 18:52:03+00:00	2018-05-15 18:52:03+00:00
70	Subcohort	257881	23	2018-05-15 18:52:12+00:00	2018-05-15 18:52:12+00:00
70	Subcohort	257913	23	2018-05-15 18:52:20+00:00	2018-05-15 18:52:20+00:00
70	Subcohort	257947	23	2018-05-15 18:52:37+00:00	2018-05-15 18:52:37+00:00
70	Subcohort	257969	23	2018-05-15 18:52:53+00:00	2018-05-15 18:52:53+00:00
70	Subcohort	261077	23	2018-05-15 18:53:01+00:00	2018-05-15 18:53:01+00:00
70	Subcohort	273701	23	2018-05-15 18:53:09+00:00	2018-05-15 18:53:09+00:00
70	Subcohort	274194	23	2018-05-15 18:53:16+00:00	2018-05-15 18:53:16+00:00
70	Subcohort	274709	23	2018-05-15 18:53:24+00:00	2018-05-15 18:53:24+00:00
70	Subcohort	275064	23	2018-05-15 18:53:32+00:00	2018-05-15 18:53:32+00:00
70	Subcohort	275398	23	2018-05-15 18:53:40+00:00	2018-05-15 18:53:40+00:00
70	Subcohort	275401	23	2018-05-15 18:53:48+00:00	2018-05-15 18:53:48+00:00
70	Subcohort	275411	23	2018-05-15 18:53:58+00:00	2018-05-15 18:53:58+00:00
70	Subcohort	275423	23	2018-05-15 18:54:07+00:00	2018-05-15 18:54:07+00:00
70	Subcohort	275428	23	2018-05-15 18:54:14+00:00	2018-05-15 18:54:14+00:00
70	Subcohort	276559	23	2018-05-15 18:54:22+00:00	2018-05-15 18:54:22+00:00
70	Subcohort	276584	23	2018-05-15 18:54:31+00:00	2018-05-15 18:54:31+00:00
70	Subcohort	276642	23	2018-05-15 18:54:40+00:00	2018-05-15 18:54:40+00:00
70	Subcohort	276649	23	2018-05-15 18:54:49+00:00	2018-05-15 18:54:49+00:00
70	Subcohort	276845	23	2018-05-15 18:54:57+00:00	2018-05-15 18:54:57+00:00
70	Subcohort	276909	23	2018-05-15 18:55:08+00:00	2018-05-15 18:55:08+00:00
70	Subcohort	276928	23	2018-05-15 18:55:17+00:00	2018-05-15 18:55:17+00:00
70	Subcohort	276939	23	2018-05-15 18:55:26+00:00	2018-05-15 18:55:26+00:00
70	Subcohort	276950	23	2018-05-15 18:55:34+00:00	2018-05-15 18:55:34+00:00
70	Subcohort	276964	23	2018-05-15 18:55:44+00:00	2018-05-15 18:55:44+00:00
70	Subcohort	276970	23	2018-05-15 18:55:52+00:00	2018-05-15 18:55:52+00:00
70	Subcohort	276976	23	2018-05-15 18:56:00+00:00	2018-05-15 18:56:00+00:00
70	Subcohort	277016	23	2018-05-15 18:56:22+00:00	2018-05-15 18:56:22+00:00
70	Subcohort	277066	23	2018-05-15 18:56:40+00:00	2018-05-15 18:56:40+00:00
7	Resting arm systolic BP	174611	19	2018-05-16 02:20:44+00:00	2018-05-16 02:20:44+00:00
7	Resting arm systolic BP	176034	19	2018-05-16 02:20:55+00:00	2018-05-16 02:20:55+00:00
7	Resting arm systolic BP	82665	19	2018-05-16 02:21:06+00:00	2018-05-16 02:21:06+00:00
7	Resting arm systolic BP	84466	19	2018-05-16 02:21:13+00:00	2018-05-16 02:21:13+00:00
7	Resting arm systolic BP	86286	19	2018-05-16 02:21:21+00:00	2018-05-16 02:21:21+00:00
7	Resting arm systolic BP	87482	19	2018-05-16 02:21:29+00:00	2018-05-16 02:21:29+00:00
20	Other stroke	87877	19	2018-05-16 02:22:38+00:00	2018-05-16 02:22:38+00:00
70	Subcohort	23894	23	2018-05-16 12:33:08+00:00	2018-05-16 12:33:08+00:00
29	Heart failure	206748	24	2018-05-17 15:48:04+00:00	2018-05-17 15:48:04+00:00
26	Myocardial infarction	206805	24	2018-05-17 15:56:04+00:00	2018-05-17 15:56:04+00:00
26	Myocardial infarction	206841	24	2018-05-17 15:58:17+00:00	2018-05-17 15:58:17+00:00
26	Myocardial infarction	206999	24	2018-05-17 16:05:35+00:00	2018-05-17 16:05:35+00:00
26	Myocardial infarction	6230	23	2018-05-18 18:32:58+00:00	2018-05-18 18:32:58+00:00
26	Myocardial infarction	6231	23	2018-05-18 18:33:39+00:00	2018-05-18 18:33:39+00:00
26	Myocardial infarction	6232	23	2018-05-18 18:34:05+00:00	2018-05-18 18:34:05+00:00
26	Myocardial infarction	6625	23	2018-05-18 18:34:41+00:00	2018-05-18 18:34:41+00:00
26	Myocardial infarction	6626	23	2018-05-18 18:35:06+00:00	2018-05-18 18:35:06+00:00
26	Myocardial infarction	6627	23	2018-05-18 18:35:30+00:00	2018-05-18 18:35:30+00:00
26	Myocardial infarction	7665	23	2018-05-18 18:36:14+00:00	2018-05-18 18:36:14+00:00
26	Myocardial infarction	71969	23	2018-05-18 18:36:29+00:00	2018-05-18 18:36:29+00:00
26	Myocardial infarction	72008	23	2018-05-18 18:36:43+00:00	2018-05-18 18:36:43+00:00
26	Myocardial infarction	71967	23	2018-05-18 18:36:58+00:00	2018-05-18 18:36:58+00:00
26	Myocardial infarction	72006	23	2018-05-18 18:37:16+00:00	2018-05-18 18:37:16+00:00
26	Myocardial infarction	7906	23	2018-05-18 18:37:50+00:00	2018-05-18 18:37:50+00:00
26	Myocardial infarction	8653	23	2018-05-18 18:38:04+00:00	2018-05-18 18:38:04+00:00
26	Myocardial infarction	8654	23	2018-05-18 18:38:16+00:00	2018-05-18 18:38:16+00:00
26	Myocardial infarction	8655	23	2018-05-18 18:38:30+00:00	2018-05-18 18:38:30+00:00
26	Myocardial infarction	9049	23	2018-05-18 18:38:43+00:00	2018-05-18 18:38:43+00:00
26	Myocardial infarction	9050	23	2018-05-18 18:39:17+00:00	2018-05-18 18:39:17+00:00
26	Myocardial infarction	9051	23	2018-05-18 18:39:30+00:00	2018-05-18 18:39:30+00:00
26	Myocardial infarction	9504	23	2018-05-18 18:40:16+00:00	2018-05-18 18:40:16+00:00
26	Myocardial infarction	250670	23	2018-05-18 18:40:29+00:00	2018-05-18 18:40:29+00:00
26	Myocardial infarction	9505	23	2018-05-18 18:40:43+00:00	2018-05-18 18:40:43+00:00
26	Myocardial infarction	250671	23	2018-05-18 18:41:00+00:00	2018-05-18 18:41:00+00:00
26	Myocardial infarction	9506	23	2018-05-18 18:41:14+00:00	2018-05-18 18:41:14+00:00
26	Myocardial infarction	250672	23	2018-05-18 18:41:29+00:00	2018-05-18 18:41:29+00:00
26	Myocardial infarction	10018	23	2018-05-18 18:42:34+00:00	2018-05-18 18:42:34+00:00
26	Myocardial infarction	10019	23	2018-05-18 18:42:50+00:00	2018-05-18 18:42:50+00:00
26	Myocardial infarction	10020	23	2018-05-18 18:43:06+00:00	2018-05-18 18:43:06+00:00
26	Myocardial infarction	1170	23	2018-05-18 18:43:54+00:00	2018-05-18 18:43:54+00:00
26	Myocardial infarction	1332	23	2018-05-18 18:44:08+00:00	2018-05-18 18:44:08+00:00
26	Myocardial infarction	1527	23	2018-05-18 18:44:22+00:00	2018-05-18 18:44:22+00:00
26	Myocardial infarction	1718	23	2018-05-18 18:44:40+00:00	2018-05-18 18:44:40+00:00
26	Myocardial infarction	1995	23	2018-05-18 18:45:37+00:00	2018-05-18 18:45:37+00:00
26	Myocardial infarction	2175	23	2018-05-18 18:45:56+00:00	2018-05-18 18:45:56+00:00
26	Myocardial infarction	2370	23	2018-05-18 18:46:13+00:00	2018-05-18 18:46:13+00:00
26	Myocardial infarction	2610	23	2018-05-18 18:46:52+00:00	2018-05-18 18:46:52+00:00
26	Myocardial infarction	2816	23	2018-05-18 18:47:07+00:00	2018-05-18 18:47:07+00:00
26	Myocardial infarction	3199	23	2018-05-21 12:38:45+00:00	2018-05-21 12:38:45+00:00
26	Myocardial infarction	3614	23	2018-05-21 12:39:27+00:00	2018-05-21 12:39:27+00:00
26	Myocardial infarction	4021	23	2018-05-21 12:39:44+00:00	2018-05-21 12:39:44+00:00
26	Myocardial infarction	4022	23	2018-05-21 12:39:57+00:00	2018-05-21 12:39:57+00:00
26	Myocardial infarction	4023	23	2018-05-21 12:40:22+00:00	2018-05-21 12:40:22+00:00
26	Myocardial infarction	4445	23	2018-05-21 12:40:38+00:00	2018-05-21 12:40:38+00:00
26	Myocardial infarction	4446	23	2018-05-21 12:40:52+00:00	2018-05-21 12:40:52+00:00
26	Myocardial infarction	4447	23	2018-05-21 12:41:12+00:00	2018-05-21 12:41:12+00:00
26	Myocardial infarction	4886	23	2018-05-21 12:42:06+00:00	2018-05-21 12:42:06+00:00
26	Myocardial infarction	4887	23	2018-05-21 12:42:20+00:00	2018-05-21 12:42:20+00:00
26	Myocardial infarction	4888	23	2018-05-21 12:42:35+00:00	2018-05-21 12:42:35+00:00
26	Myocardial infarction	5246	23	2018-05-21 12:42:53+00:00	2018-05-21 12:42:53+00:00
26	Myocardial infarction	5247	23	2018-05-21 12:43:07+00:00	2018-05-21 12:43:07+00:00
26	Myocardial infarction	5248	23	2018-05-21 12:43:21+00:00	2018-05-21 12:43:21+00:00
26	Myocardial infarction	5873	23	2018-05-21 12:43:37+00:00	2018-05-21 12:43:37+00:00
26	Myocardial infarction	5874	23	2018-05-21 12:43:52+00:00	2018-05-21 12:43:52+00:00
26	Myocardial infarction	5875	23	2018-05-21 12:44:09+00:00	2018-05-21 12:44:09+00:00
26	Myocardial infarction	7059	23	2018-05-21 12:45:16+00:00	2018-05-21 12:45:16+00:00
26	Myocardial infarction	7060	23	2018-05-21 12:45:31+00:00	2018-05-21 12:45:31+00:00
26	Myocardial infarction	7061	23	2018-05-21 12:45:50+00:00	2018-05-21 12:45:50+00:00
26	Myocardial infarction	7494	23	2018-05-21 12:46:35+00:00	2018-05-21 12:46:35+00:00
26	Myocardial infarction	7495	23	2018-05-21 12:46:50+00:00	2018-05-21 12:46:50+00:00
26	Myocardial infarction	70520	23	2018-05-21 12:47:25+00:00	2018-05-21 12:47:25+00:00
26	Myocardial infarction	70521	23	2018-05-21 12:47:39+00:00	2018-05-21 12:47:39+00:00
26	Myocardial infarction	70522	23	2018-05-21 12:47:56+00:00	2018-05-21 12:47:56+00:00
26	Myocardial infarction	254729	23	2018-05-21 12:48:18+00:00	2018-05-21 12:48:18+00:00
26	Myocardial infarction	254730	23	2018-05-21 12:48:45+00:00	2018-05-21 12:48:45+00:00
26	Myocardial infarction	254731	23	2018-05-21 12:49:02+00:00	2018-05-21 12:49:02+00:00
26	Myocardial infarction	255120	23	2018-05-21 12:49:42+00:00	2018-05-21 12:49:42+00:00
26	Myocardial infarction	255121	23	2018-05-21 12:49:57+00:00	2018-05-21 12:49:57+00:00
26	Myocardial infarction	255122	23	2018-05-21 12:50:11+00:00	2018-05-21 12:50:11+00:00
26	Myocardial infarction	255312	23	2018-05-21 12:50:28+00:00	2018-05-21 12:50:28+00:00
26	Myocardial infarction	274773	23	2018-05-21 12:51:00+00:00	2018-05-21 12:51:00+00:00
26	Myocardial infarction	274845	23	2018-05-21 12:52:31+00:00	2018-05-21 12:52:31+00:00
26	Myocardial infarction	274846	23	2018-05-21 12:52:44+00:00	2018-05-21 12:52:44+00:00
26	Myocardial infarction	274847	23	2018-05-21 12:52:58+00:00	2018-05-21 12:52:58+00:00
26	Myocardial infarction	275037	23	2018-05-21 12:53:23+00:00	2018-05-21 12:53:23+00:00
26	Myocardial infarction	275130	23	2018-05-21 12:54:07+00:00	2018-05-21 12:54:07+00:00
26	Myocardial infarction	275203	23	2018-05-21 12:54:21+00:00	2018-05-21 12:54:21+00:00
26	Myocardial infarction	275204	23	2018-05-21 12:54:34+00:00	2018-05-21 12:54:34+00:00
26	Myocardial infarction	275205	23	2018-05-21 12:54:48+00:00	2018-05-21 12:54:48+00:00
26	Myocardial infarction	275371	23	2018-05-21 12:55:03+00:00	2018-05-21 12:55:03+00:00
26	Myocardial infarction	10451	23	2018-05-21 12:55:29+00:00	2018-05-21 12:55:29+00:00
26	Myocardial infarction	251012	23	2018-05-21 12:55:43+00:00	2018-05-21 12:55:43+00:00
26	Myocardial infarction	10452	23	2018-05-21 12:56:02+00:00	2018-05-21 12:56:02+00:00
26	Myocardial infarction	251013	23	2018-05-21 12:56:19+00:00	2018-05-21 12:56:19+00:00
26	Myocardial infarction	10453	23	2018-05-21 12:56:33+00:00	2018-05-21 12:56:33+00:00
26	Myocardial infarction	251014	23	2018-05-21 12:56:46+00:00	2018-05-21 12:56:46+00:00
26	Myocardial infarction	21036	23	2018-05-21 12:57:16+00:00	2018-05-21 12:57:16+00:00
26	Myocardial infarction	273870	23	2018-05-21 12:57:29+00:00	2018-05-21 12:57:29+00:00
26	Myocardial infarction	274363	23	2018-05-21 12:57:46+00:00	2018-05-21 12:57:46+00:00
26	Myocardial infarction	21167	23	2018-05-21 12:58:07+00:00	2018-05-21 12:58:07+00:00
26	Myocardial infarction	273989	23	2018-05-21 12:58:20+00:00	2018-05-21 12:58:20+00:00
26	Myocardial infarction	274482	23	2018-05-21 12:58:35+00:00	2018-05-21 12:58:35+00:00
26	Myocardial infarction	21168	23	2018-05-21 12:58:56+00:00	2018-05-21 12:58:56+00:00
26	Myocardial infarction	273990	23	2018-05-21 12:59:11+00:00	2018-05-21 12:59:11+00:00
26	Myocardial infarction	274483	23	2018-05-21 12:59:25+00:00	2018-05-21 12:59:25+00:00
26	Myocardial infarction	21169	23	2018-05-21 12:59:40+00:00	2018-05-21 12:59:40+00:00
26	Myocardial infarction	273991	23	2018-05-21 12:59:53+00:00	2018-05-21 12:59:53+00:00
26	Myocardial infarction	274484	23	2018-05-21 13:00:09+00:00	2018-05-21 13:00:09+00:00
26	Myocardial infarction	177477	23	2018-05-21 13:04:20+00:00	2018-05-21 13:04:20+00:00
26	Myocardial infarction	177478	23	2018-05-21 13:04:32+00:00	2018-05-21 13:04:32+00:00
26	Myocardial infarction	177479	23	2018-05-21 13:04:46+00:00	2018-05-21 13:04:46+00:00
26	Myocardial infarction	72156	23	2018-05-21 13:05:43+00:00	2018-05-21 13:05:43+00:00
26	Myocardial infarction	251472	23	2018-05-21 13:06:00+00:00	2018-05-21 13:06:00+00:00
26	Myocardial infarction	251473	23	2018-05-21 13:06:13+00:00	2018-05-21 13:06:13+00:00
26	Myocardial infarction	251474	23	2018-05-21 13:06:32+00:00	2018-05-21 13:06:32+00:00
26	Myocardial infarction	276988	23	2018-05-21 13:08:19+00:00	2018-05-21 13:08:19+00:00
26	Myocardial infarction	71968	23	2018-05-21 13:09:06+00:00	2018-05-21 13:09:06+00:00
26	Myocardial infarction	72007	23	2018-05-21 13:09:21+00:00	2018-05-21 13:09:21+00:00
26	Myocardial infarction	254221	23	2018-05-21 13:09:40+00:00	2018-05-21 13:09:40+00:00
26	Myocardial infarction	254222	23	2018-05-21 13:09:55+00:00	2018-05-21 13:09:55+00:00
26	Myocardial infarction	254223	23	2018-05-21 13:10:10+00:00	2018-05-21 13:10:10+00:00
26	Myocardial infarction	571	23	2018-05-21 13:10:28+00:00	2018-05-21 13:10:28+00:00
26	Myocardial infarction	649	23	2018-05-21 13:10:42+00:00	2018-05-21 13:10:42+00:00
26	Myocardial infarction	734	23	2018-05-21 13:11:22+00:00	2018-05-21 13:11:22+00:00
26	Myocardial infarction	817	23	2018-05-21 13:11:40+00:00	2018-05-21 13:11:40+00:00
26	Myocardial infarction	517	23	2018-05-21 13:11:57+00:00	2018-05-21 13:11:57+00:00
26	Myocardial infarction	883	23	2018-05-21 13:12:13+00:00	2018-05-21 13:12:13+00:00
26	Myocardial infarction	1007	23	2018-05-21 13:12:30+00:00	2018-05-21 13:12:30+00:00
26	Myocardial infarction	71981	23	2018-05-21 13:12:51+00:00	2018-05-21 13:12:51+00:00
26	Myocardial infarction	36471	23	2018-05-21 13:14:42+00:00	2018-05-21 13:14:42+00:00
26	Myocardial infarction	36469	23	2018-05-21 13:15:00+00:00	2018-05-21 13:15:00+00:00
26	Myocardial infarction	277010	23	2018-05-21 13:16:36+00:00	2018-05-21 13:16:36+00:00
26	Myocardial infarction	7496	23	2018-05-21 17:25:00+00:00	2018-05-21 17:25:00+00:00
7	Resting arm systolic BP	124560	20	2018-05-23 15:59:15+00:00	2018-05-23 15:59:15+00:00
7	Resting arm systolic BP	124562	20	2018-05-23 16:00:37+00:00	2018-05-23 16:00:37+00:00
7	Resting arm systolic BP	124567	20	2018-05-23 16:00:51+00:00	2018-05-23 16:00:51+00:00
71	Clinic visit	115151	25	2018-05-24 17:13:07+00:00	2018-05-24 17:13:07+00:00
71	Clinic visit	115158	25	2018-05-24 17:13:37+00:00	2018-05-24 17:13:37+00:00
71	Clinic visit	116415	25	2018-05-24 17:13:58+00:00	2018-05-24 17:13:58+00:00
71	Clinic visit	117928	25	2018-05-24 17:14:28+00:00	2018-05-24 17:14:28+00:00
71	Clinic visit	117964	25	2018-05-24 17:14:46+00:00	2018-05-24 17:14:46+00:00
71	Clinic visit	119151	25	2018-05-24 17:15:27+00:00	2018-05-24 17:15:27+00:00
71	Clinic visit	120240	25	2018-05-24 17:15:42+00:00	2018-05-24 17:15:42+00:00
26	Myocardial infarction	121461	25	2018-05-24 17:35:51+00:00	2018-05-24 17:35:51+00:00
27	Coronary angioplasty	121335	25	2018-05-24 17:37:56+00:00	2018-05-24 17:37:56+00:00
27	Coronary angioplasty	121554	25	2018-05-24 17:38:14+00:00	2018-05-24 17:38:14+00:00
28	Coronary artery bypass graft	121381	25	2018-05-24 17:39:49+00:00	2018-05-24 17:39:49+00:00
28	Coronary artery bypass graft	121601	25	2018-05-24 17:40:01+00:00	2018-05-24 17:40:01+00:00
29	Heart failure	113052	25	2018-05-24 17:40:58+00:00	2018-05-24 17:40:58+00:00
29	Heart failure	121462	25	2018-05-24 17:41:35+00:00	2018-05-24 17:41:35+00:00
30	Hypertension	116955	25	2018-05-24 17:44:14+00:00	2018-05-24 17:44:14+00:00
30	Hypertension	118429	25	2018-05-24 17:45:16+00:00	2018-05-24 17:45:16+00:00
30	Hypertension	119808	25	2018-05-24 17:45:33+00:00	2018-05-24 17:45:33+00:00
30	Hypertension	121273	25	2018-05-24 17:46:10+00:00	2018-05-24 17:46:10+00:00
30	Hypertension	121368	25	2018-05-24 17:46:47+00:00	2018-05-24 17:46:47+00:00
30	Hypertension	121369	25	2018-05-24 17:47:06+00:00	2018-05-24 17:47:06+00:00
30	Hypertension	121370	25	2018-05-24 17:48:02+00:00	2018-05-24 17:48:02+00:00
30	Hypertension	121371	25	2018-05-24 17:48:30+00:00	2018-05-24 17:48:30+00:00
30	Hypertension	121372	25	2018-05-24 17:48:49+00:00	2018-05-24 17:48:49+00:00
30	Hypertension	121469	25	2018-05-24 17:49:36+00:00	2018-05-24 17:49:36+00:00
30	Hypertension	121489	25	2018-05-24 17:49:51+00:00	2018-05-24 17:49:51+00:00
30	Hypertension	121587	25	2018-05-24 18:06:12+00:00	2018-05-24 18:06:12+00:00
34	Diabetes	121578	25	2018-05-24 18:18:33+00:00	2018-05-24 18:18:33+00:00
34	Diabetes	121359	25	2018-05-24 18:19:10+00:00	2018-05-24 18:19:10+00:00
34	Diabetes	115440	25	2018-05-24 18:26:42+00:00	2018-05-24 18:26:42+00:00
34	Diabetes	117940	25	2018-05-24 18:28:28+00:00	2018-05-24 18:28:28+00:00
34	Diabetes	113059	25	2018-05-24 18:35:21+00:00	2018-05-24 18:35:21+00:00
34	Diabetes	116972	25	2018-05-24 18:36:55+00:00	2018-05-24 18:36:55+00:00
26	Myocardial infarction	203786	24	2018-05-29 13:43:24+00:00	2018-05-29 13:43:24+00:00
26	Myocardial infarction	203749	24	2018-05-29 13:43:57+00:00	2018-05-29 13:43:57+00:00
26	Myocardial infarction	203840	24	2018-05-29 13:45:10+00:00	2018-05-29 13:45:10+00:00
26	Myocardial infarction	203841	24	2018-05-29 13:45:37+00:00	2018-05-29 13:45:37+00:00
26	Myocardial infarction	203902	24	2018-05-29 13:45:59+00:00	2018-05-29 13:45:59+00:00
26	Myocardial infarction	203903	24	2018-05-29 13:46:21+00:00	2018-05-29 13:46:21+00:00
26	Myocardial infarction	203907	24	2018-05-29 13:47:00+00:00	2018-05-29 13:47:00+00:00
26	Myocardial infarction	203975	24	2018-05-29 13:47:22+00:00	2018-05-29 13:47:22+00:00
26	Myocardial infarction	204408	24	2018-05-29 13:47:42+00:00	2018-05-29 13:47:42+00:00
26	Myocardial infarction	204460	24	2018-05-29 13:48:01+00:00	2018-05-29 13:48:01+00:00
26	Myocardial infarction	204461	24	2018-05-29 13:48:26+00:00	2018-05-29 13:48:26+00:00
26	Myocardial infarction	204740	24	2018-05-29 13:49:52+00:00	2018-05-29 13:49:52+00:00
26	Myocardial infarction	207023	24	2018-05-29 13:53:42+00:00	2018-05-29 13:53:42+00:00
26	Myocardial infarction	207500	24	2018-05-29 13:54:43+00:00	2018-05-29 13:54:43+00:00
26	Myocardial infarction	207502	24	2018-05-29 19:58:07+00:00	2018-05-29 19:58:07+00:00
26	Myocardial infarction	207513	24	2018-05-29 19:58:53+00:00	2018-05-29 19:58:53+00:00
26	Myocardial infarction	207514	24	2018-05-29 19:59:17+00:00	2018-05-29 19:59:17+00:00
26	Myocardial infarction	207515	24	2018-05-29 19:59:38+00:00	2018-05-29 19:59:38+00:00
26	Myocardial infarction	216060	24	2018-05-29 20:00:25+00:00	2018-05-29 20:00:25+00:00
26	Myocardial infarction	215643	24	2018-05-29 20:00:53+00:00	2018-05-29 20:00:53+00:00
26	Myocardial infarction	216894	24	2018-05-29 20:01:17+00:00	2018-05-29 20:01:17+00:00
21	Age at enrollment/collection	215388	24	2018-05-31 16:22:14+00:00	2018-05-31 16:22:14+00:00
71	Clinic visit	21570	23	2018-06-04 16:58:30+00:00	2018-06-04 16:58:30+00:00
71	Clinic visit	21589	23	2018-06-04 16:59:24+00:00	2018-06-04 16:59:24+00:00
71	Clinic visit	21987	23	2018-06-04 17:00:02+00:00	2018-06-04 17:00:02+00:00
71	Clinic visit	23129	23	2018-06-04 17:00:27+00:00	2018-06-04 17:00:27+00:00
71	Clinic visit	24716	23	2018-06-04 17:00:46+00:00	2018-06-04 17:00:46+00:00
71	Clinic visit	80751	23	2018-06-04 17:01:21+00:00	2018-06-04 17:01:21+00:00
71	Clinic visit	23206	23	2018-06-04 17:01:40+00:00	2018-06-04 17:01:40+00:00
71	Clinic visit	36344	23	2018-06-04 17:01:57+00:00	2018-06-04 17:01:57+00:00
71	Clinic visit	23554	23	2018-06-04 17:02:19+00:00	2018-06-04 17:02:19+00:00
